state_fips,state_name,n_respondents,baseline,glm_mrp,glmer_mrp,srp,glmerstan,mrdeep
01,Alabama,76,0.3947368421052631,0.5354557327988853,0.5355040564669825,0.4977956569297442,0.4862959420408523,0.61454785
02,Alaska,11,0.8181818181818182,0.772909772662877,0.6552970943815081,0.671238188331007,0.6887219828410361,0.6516349
04,Arizona,110,0.6090909090909091,0.6313717773342803,0.6466995436652352,0.6375703793719143,0.632625659152697,0.60629374
05,Arkansas,46,0.5434782608695652,0.5399131464428837,0.5288402008213444,0.5846070561541634,0.5340731607998488,0.59593225
06,California,583,0.7478559176672385,0.7409598020682586,0.7285036062481017,0.7372424731850147,0.7426353384797136,0.68003094
08,Colorado,88,0.5909090909090909,0.6320643269867658,0.681835993502062,0.6415262008078395,0.6417262316187226,0.6400179
09,Connecticut,54,0.7777777777777778,0.7729392932478792,0.6877368078619629,0.6964530456169319,0.7250403877521002,0.66927797
10,Delaware,15,0.6,0.5786256219085119,0.6608282709402791,0.6183920448714307,0.64523327577657,0.62419266
11,District of Columbia,10,0.9,0.8344403790893731,0.9108849640026632,0.7253419701902887,0.8975320640251777,0.64394194
12,Florida,335,0.5970149253731343,0.6202387483260761,0.6233181510114998,0.6087382776392932,0.6097992945023275,0.6060346
13,Georgia,162,0.6851851851851852,0.6369377267734601,0.6449983098287353,0.6459867308526467,0.6682137049637924,0.68115646
15,Hawaii,21,0.7619047619047619,0.7535095097701344,0.7464448890557052,0.6973742168703569,0.7467612381726848,0.60307455
16,Idaho,29,0.6551724137931034,0.6089777041597213,0.5374458966890288,0.6129738519543316,0.5739748809483413,0.6664839
17,Illinois,189,0.6666666666666666,0.6806010107187543,0.6861516636672412,0.6564482225747261,0.6777734889034384,0.6039642
18,Indiana,102,0.6470588235294118,0.5820591121787105,0.5654734896333484,0.6011151619907007,0.608277597727746,0.64039665
19,Iowa,48,0.75,0.575240062412367,0.5709305852472654,0.6221774728510422,0.6273081082437338,0.6519065
20,Kansas,43,0.4883720930232558,0.577714441218819,0.5776599655505273,0.6091305478485965,0.5615008371070552,0.6742302
21,Kentucky,67,0.3880597014925373,0.5227994729942383,0.5321789650470287,0.4869034874974364,0.4824388663043181,0.6363452
22,Louisiana,69,0.463768115942029,0.5549352732407562,0.5677552946201195,0.5423477734371369,0.5335421628585081,0.58418083
23,Maine,21,0.9047619047619048,0.7196325640975296,0.6382527253957891,0.6606457417878956,0.6953604537054202,0.6508265
24,Maryland,92,0.6630434782608695,0.6876141113828547,0.7292145826992795,0.6740611676717613,0.6972000450685276,0.6804021
25,Massachusetts,103,0.7572815533980582,0.7992364663340334,0.7360898931264458,0.7257838221592172,0.7553072716838488,0.6363591
26,Michigan,147,0.5578231292517006,0.6046234642706441,0.6093014058429965,0.5947797323527207,0.5792985030094382,0.6355823
27,Minnesota,85,0.6,0.6116004759398694,0.6436035818695911,0.6236604276056242,0.6234442233155126,0.6025289
28,Mississippi,44,0.6818181818181818,0.5418793869380096,0.5511127306394703,0.6012381718329247,0.5853752077681351,0.66635036
29,Missouri,91,0.5164835164835165,0.5657307221610836,0.5642660276941825,0.5753466895233869,0.5484314548880175,0.66984767
30,Montana,17,0.5294117647058824,0.6214667618538778,0.5786626020033181,0.6209312181569123,0.5813369082130725,0.6563353
31,Nebraska,29,0.6206896551724138,0.5823923849732049,0.5625829994949026,0.6093581623917594,0.5796760818601963,0.6412916
32,Nevada,48,0.5625,0.5927562573935423,0.6394112549028932,0.6272495411605974,0.6117433247876793,0.61930746
33,New Hampshire,21,0.6666666666666666,0.7267820375482964,0.6295249467959128,0.6420172627658597,0.6530935293399596,0.69098246
